warehouse_code,name,location,city,country,manager,phone,email,capacity,current_stock,type,status,notes
WH-0501,Warehouse_0501,Loc_WH-0501_HaNoi,HaNoi,Vietnam,Manager_0021,0600000501,warehouse0501@example.com,17734,15992,main,maintenance,demo_data
WH-0502,Warehouse_0502,Loc_WH-0502_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000502,warehouse0502@example.com,7171,3381,regional,active,demo_data
WH-0503,Warehouse_0503,Loc_WH-0503_DaNang,DaNang,Vietnam,Manager_0023,0600000503,warehouse0503@example.com,1388,1320,distribution,inactive,demo_data
WH-0504,Warehouse_0504,Loc_WH-0504_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000504,warehouse0504@example.com,1679,1140,retail,maintenance,demo_data
WH-0505,Warehouse_0505,Loc_WH-0505_CanTho,CanTho,Vietnam,Manager_0025,0600000505,warehouse0505@example.com,16577,1661,main,active,demo_data
WH-0506,Warehouse_0506,Loc_WH-0506_Hue,Hue,Vietnam,Manager_0026,0600000506,warehouse0506@example.com,4764,2723,regional,inactive,demo_data
WH-0507,Warehouse_0507,Loc_WH-0507_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000507,warehouse0507@example.com,9831,5768,distribution,maintenance,demo_data
WH-0508,Warehouse_0508,Loc_WH-0508_VungTau,VungTau,Vietnam,Manager_0028,0600000508,warehouse0508@example.com,9271,7360,retail,active,demo_data
WH-0509,Warehouse_0509,Loc_WH-0509_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000509,warehouse0509@example.com,19933,4738,main,inactive,demo_data
WH-0510,Warehouse_0510,Loc_WH-0510_BacNinh,BacNinh,Vietnam,Manager_0030,0600000510,warehouse0510@example.com,17466,11767,regional,maintenance,demo_data
WH-0511,Warehouse_0511,Loc_WH-0511_HaNoi,HaNoi,Vietnam,Manager_0031,0600000511,warehouse0511@example.com,15531,8187,distribution,active,demo_data
WH-0512,Warehouse_0512,Loc_WH-0512_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000512,warehouse0512@example.com,6724,3411,retail,inactive,demo_data
WH-0513,Warehouse_0513,Loc_WH-0513_DaNang,DaNang,Vietnam,Manager_0033,0600000513,warehouse0513@example.com,11256,9271,main,maintenance,demo_data
WH-0514,Warehouse_0514,Loc_WH-0514_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000514,warehouse0514@example.com,3596,2861,regional,active,demo_data
WH-0515,Warehouse_0515,Loc_WH-0515_CanTho,CanTho,Vietnam,Manager_0035,0600000515,warehouse0515@example.com,6603,3504,distribution,inactive,demo_data
WH-0516,Warehouse_0516,Loc_WH-0516_Hue,Hue,Vietnam,Manager_0036,0600000516,warehouse0516@example.com,4808,3007,retail,maintenance,demo_data
WH-0517,Warehouse_0517,Loc_WH-0517_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000517,warehouse0517@example.com,13476,13199,main,active,demo_data
WH-0518,Warehouse_0518,Loc_WH-0518_VungTau,VungTau,Vietnam,Manager_0038,0600000518,warehouse0518@example.com,13734,1211,regional,inactive,demo_data
WH-0519,Warehouse_0519,Loc_WH-0519_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000519,warehouse0519@example.com,12649,298,distribution,maintenance,demo_data
WH-0520,Warehouse_0520,Loc_WH-0520_BacNinh,BacNinh,Vietnam,Manager_0040,0600000520,warehouse0520@example.com,6943,3380,retail,active,demo_data
WH-0521,Warehouse_0521,Loc_WH-0521_HaNoi,HaNoi,Vietnam,Manager_0001,0600000521,warehouse0521@example.com,14476,12931,main,inactive,demo_data
WH-0522,Warehouse_0522,Loc_WH-0522_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000522,warehouse0522@example.com,19411,3237,regional,maintenance,demo_data
WH-0523,Warehouse_0523,Loc_WH-0523_DaNang,DaNang,Vietnam,Manager_0003,0600000523,warehouse0523@example.com,5640,672,distribution,active,demo_data
WH-0524,Warehouse_0524,Loc_WH-0524_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000524,warehouse0524@example.com,8675,3395,retail,inactive,demo_data
WH-0525,Warehouse_0525,Loc_WH-0525_CanTho,CanTho,Vietnam,Manager_0005,0600000525,warehouse0525@example.com,16462,11195,main,maintenance,demo_data
WH-0526,Warehouse_0526,Loc_WH-0526_Hue,Hue,Vietnam,Manager_0006,0600000526,warehouse0526@example.com,18848,3039,regional,active,demo_data
WH-0527,Warehouse_0527,Loc_WH-0527_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000527,warehouse0527@example.com,6312,3734,distribution,inactive,demo_data
WH-0528,Warehouse_0528,Loc_WH-0528_VungTau,VungTau,Vietnam,Manager_0008,0600000528,warehouse0528@example.com,13488,4560,retail,maintenance,demo_data
WH-0529,Warehouse_0529,Loc_WH-0529_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000529,warehouse0529@example.com,9724,1400,main,active,demo_data
WH-0530,Warehouse_0530,Loc_WH-0530_BacNinh,BacNinh,Vietnam,Manager_0010,0600000530,warehouse0530@example.com,9033,1264,regional,inactive,demo_data
WH-0531,Warehouse_0531,Loc_WH-0531_HaNoi,HaNoi,Vietnam,Manager_0011,0600000531,warehouse0531@example.com,18432,8728,distribution,maintenance,demo_data
WH-0532,Warehouse_0532,Loc_WH-0532_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000532,warehouse0532@example.com,19264,18432,retail,active,demo_data
WH-0533,Warehouse_0533,Loc_WH-0533_DaNang,DaNang,Vietnam,Manager_0013,0600000533,warehouse0533@example.com,8497,914,main,inactive,demo_data
WH-0534,Warehouse_0534,Loc_WH-0534_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000534,warehouse0534@example.com,7806,6736,regional,maintenance,demo_data
WH-0535,Warehouse_0535,Loc_WH-0535_CanTho,CanTho,Vietnam,Manager_0015,0600000535,warehouse0535@example.com,11593,373,distribution,active,demo_data
WH-0536,Warehouse_0536,Loc_WH-0536_Hue,Hue,Vietnam,Manager_0016,0600000536,warehouse0536@example.com,13117,12491,retail,inactive,demo_data
WH-0537,Warehouse_0537,Loc_WH-0537_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000537,warehouse0537@example.com,2739,558,main,maintenance,demo_data
WH-0538,Warehouse_0538,Loc_WH-0538_VungTau,VungTau,Vietnam,Manager_0018,0600000538,warehouse0538@example.com,18351,14918,regional,active,demo_data
WH-0539,Warehouse_0539,Loc_WH-0539_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000539,warehouse0539@example.com,19881,8006,distribution,inactive,demo_data
WH-0540,Warehouse_0540,Loc_WH-0540_BacNinh,BacNinh,Vietnam,Manager_0020,0600000540,warehouse0540@example.com,6880,4637,retail,maintenance,demo_data
WH-0541,Warehouse_0541,Loc_WH-0541_HaNoi,HaNoi,Vietnam,Manager_0021,0600000541,warehouse0541@example.com,6100,625,main,active,demo_data
WH-0542,Warehouse_0542,Loc_WH-0542_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000542,warehouse0542@example.com,11007,8644,regional,inactive,demo_data
WH-0543,Warehouse_0543,Loc_WH-0543_DaNang,DaNang,Vietnam,Manager_0023,0600000543,warehouse0543@example.com,1461,674,distribution,maintenance,demo_data
WH-0544,Warehouse_0544,Loc_WH-0544_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000544,warehouse0544@example.com,13207,9546,retail,active,demo_data
WH-0545,Warehouse_0545,Loc_WH-0545_CanTho,CanTho,Vietnam,Manager_0025,0600000545,warehouse0545@example.com,846,159,main,inactive,demo_data
WH-0546,Warehouse_0546,Loc_WH-0546_Hue,Hue,Vietnam,Manager_0026,0600000546,warehouse0546@example.com,7646,7320,regional,maintenance,demo_data
WH-0547,Warehouse_0547,Loc_WH-0547_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000547,warehouse0547@example.com,6883,4039,distribution,active,demo_data
WH-0548,Warehouse_0548,Loc_WH-0548_VungTau,VungTau,Vietnam,Manager_0028,0600000548,warehouse0548@example.com,12330,3875,retail,inactive,demo_data
WH-0549,Warehouse_0549,Loc_WH-0549_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000549,warehouse0549@example.com,12519,8579,main,maintenance,demo_data
WH-0550,Warehouse_0550,Loc_WH-0550_BacNinh,BacNinh,Vietnam,Manager_0030,0600000550,warehouse0550@example.com,2847,1134,regional,active,demo_data
WH-0551,Warehouse_0551,Loc_WH-0551_HaNoi,HaNoi,Vietnam,Manager_0031,0600000551,warehouse0551@example.com,13352,3099,distribution,inactive,demo_data
WH-0552,Warehouse_0552,Loc_WH-0552_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000552,warehouse0552@example.com,5923,3775,retail,maintenance,demo_data
WH-0553,Warehouse_0553,Loc_WH-0553_DaNang,DaNang,Vietnam,Manager_0033,0600000553,warehouse0553@example.com,5068,4497,main,active,demo_data
WH-0554,Warehouse_0554,Loc_WH-0554_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000554,warehouse0554@example.com,17386,449,regional,inactive,demo_data
WH-0555,Warehouse_0555,Loc_WH-0555_CanTho,CanTho,Vietnam,Manager_0035,0600000555,warehouse0555@example.com,3524,2357,distribution,maintenance,demo_data
WH-0556,Warehouse_0556,Loc_WH-0556_Hue,Hue,Vietnam,Manager_0036,0600000556,warehouse0556@example.com,16888,406,retail,active,demo_data
WH-0557,Warehouse_0557,Loc_WH-0557_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000557,warehouse0557@example.com,9810,3856,main,inactive,demo_data
WH-0558,Warehouse_0558,Loc_WH-0558_VungTau,VungTau,Vietnam,Manager_0038,0600000558,warehouse0558@example.com,18637,6590,regional,maintenance,demo_data
WH-0559,Warehouse_0559,Loc_WH-0559_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000559,warehouse0559@example.com,12324,1144,distribution,active,demo_data
WH-0560,Warehouse_0560,Loc_WH-0560_BacNinh,BacNinh,Vietnam,Manager_0040,0600000560,warehouse0560@example.com,4570,1768,retail,inactive,demo_data
WH-0561,Warehouse_0561,Loc_WH-0561_HaNoi,HaNoi,Vietnam,Manager_0001,0600000561,warehouse0561@example.com,10601,2659,main,maintenance,demo_data
WH-0562,Warehouse_0562,Loc_WH-0562_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000562,warehouse0562@example.com,915,195,regional,active,demo_data
WH-0563,Warehouse_0563,Loc_WH-0563_DaNang,DaNang,Vietnam,Manager_0003,0600000563,warehouse0563@example.com,13563,2920,distribution,inactive,demo_data
WH-0564,Warehouse_0564,Loc_WH-0564_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000564,warehouse0564@example.com,10648,3870,retail,maintenance,demo_data
WH-0565,Warehouse_0565,Loc_WH-0565_CanTho,CanTho,Vietnam,Manager_0005,0600000565,warehouse0565@example.com,7811,1571,main,active,demo_data
WH-0566,Warehouse_0566,Loc_WH-0566_Hue,Hue,Vietnam,Manager_0006,0600000566,warehouse0566@example.com,11799,10850,regional,inactive,demo_data
WH-0567,Warehouse_0567,Loc_WH-0567_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000567,warehouse0567@example.com,11177,4386,distribution,maintenance,demo_data
WH-0568,Warehouse_0568,Loc_WH-0568_VungTau,VungTau,Vietnam,Manager_0008,0600000568,warehouse0568@example.com,14218,12157,retail,active,demo_data
WH-0569,Warehouse_0569,Loc_WH-0569_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000569,warehouse0569@example.com,18799,459,main,inactive,demo_data
WH-0570,Warehouse_0570,Loc_WH-0570_BacNinh,BacNinh,Vietnam,Manager_0010,0600000570,warehouse0570@example.com,18988,12879,regional,maintenance,demo_data
WH-0571,Warehouse_0571,Loc_WH-0571_HaNoi,HaNoi,Vietnam,Manager_0011,0600000571,warehouse0571@example.com,2926,1171,distribution,active,demo_data
WH-0572,Warehouse_0572,Loc_WH-0572_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000572,warehouse0572@example.com,11380,2902,retail,inactive,demo_data
WH-0573,Warehouse_0573,Loc_WH-0573_DaNang,DaNang,Vietnam,Manager_0013,0600000573,warehouse0573@example.com,9664,3721,main,maintenance,demo_data
WH-0574,Warehouse_0574,Loc_WH-0574_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000574,warehouse0574@example.com,10649,10447,regional,active,demo_data
WH-0575,Warehouse_0575,Loc_WH-0575_CanTho,CanTho,Vietnam,Manager_0015,0600000575,warehouse0575@example.com,11923,9156,distribution,inactive,demo_data
WH-0576,Warehouse_0576,Loc_WH-0576_Hue,Hue,Vietnam,Manager_0016,0600000576,warehouse0576@example.com,15252,7632,retail,maintenance,demo_data
WH-0577,Warehouse_0577,Loc_WH-0577_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000577,warehouse0577@example.com,15191,4222,main,active,demo_data
WH-0578,Warehouse_0578,Loc_WH-0578_VungTau,VungTau,Vietnam,Manager_0018,0600000578,warehouse0578@example.com,2491,1923,regional,inactive,demo_data
WH-0579,Warehouse_0579,Loc_WH-0579_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000579,warehouse0579@example.com,9854,2825,distribution,maintenance,demo_data
WH-0580,Warehouse_0580,Loc_WH-0580_BacNinh,BacNinh,Vietnam,Manager_0020,0600000580,warehouse0580@example.com,13670,3842,retail,active,demo_data
WH-0581,Warehouse_0581,Loc_WH-0581_HaNoi,HaNoi,Vietnam,Manager_0021,0600000581,warehouse0581@example.com,4652,2702,main,inactive,demo_data
WH-0582,Warehouse_0582,Loc_WH-0582_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000582,warehouse0582@example.com,7877,4385,regional,maintenance,demo_data
WH-0583,Warehouse_0583,Loc_WH-0583_DaNang,DaNang,Vietnam,Manager_0023,0600000583,warehouse0583@example.com,11874,3602,distribution,active,demo_data
WH-0584,Warehouse_0584,Loc_WH-0584_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000584,warehouse0584@example.com,14202,12952,retail,inactive,demo_data
WH-0585,Warehouse_0585,Loc_WH-0585_CanTho,CanTho,Vietnam,Manager_0025,0600000585,warehouse0585@example.com,10103,282,main,maintenance,demo_data
WH-0586,Warehouse_0586,Loc_WH-0586_Hue,Hue,Vietnam,Manager_0026,0600000586,warehouse0586@example.com,3258,1217,regional,active,demo_data
WH-0587,Warehouse_0587,Loc_WH-0587_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000587,warehouse0587@example.com,18138,7253,distribution,inactive,demo_data
WH-0588,Warehouse_0588,Loc_WH-0588_VungTau,VungTau,Vietnam,Manager_0028,0600000588,warehouse0588@example.com,892,687,retail,maintenance,demo_data
WH-0589,Warehouse_0589,Loc_WH-0589_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000589,warehouse0589@example.com,15419,9218,main,active,demo_data
WH-0590,Warehouse_0590,Loc_WH-0590_BacNinh,BacNinh,Vietnam,Manager_0030,0600000590,warehouse0590@example.com,13485,286,regional,inactive,demo_data
WH-0591,Warehouse_0591,Loc_WH-0591_HaNoi,HaNoi,Vietnam,Manager_0031,0600000591,warehouse0591@example.com,18452,2623,distribution,maintenance,demo_data
WH-0592,Warehouse_0592,Loc_WH-0592_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000592,warehouse0592@example.com,6092,392,retail,active,demo_data
WH-0593,Warehouse_0593,Loc_WH-0593_DaNang,DaNang,Vietnam,Manager_0033,0600000593,warehouse0593@example.com,18700,18404,main,inactive,demo_data
WH-0594,Warehouse_0594,Loc_WH-0594_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000594,warehouse0594@example.com,4472,2427,regional,maintenance,demo_data
WH-0595,Warehouse_0595,Loc_WH-0595_CanTho,CanTho,Vietnam,Manager_0035,0600000595,warehouse0595@example.com,505,317,distribution,active,demo_data
WH-0596,Warehouse_0596,Loc_WH-0596_Hue,Hue,Vietnam,Manager_0036,0600000596,warehouse0596@example.com,15145,9361,retail,inactive,demo_data
WH-0597,Warehouse_0597,Loc_WH-0597_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000597,warehouse0597@example.com,19296,1571,main,maintenance,demo_data
WH-0598,Warehouse_0598,Loc_WH-0598_VungTau,VungTau,Vietnam,Manager_0038,0600000598,warehouse0598@example.com,19210,14875,regional,active,demo_data
WH-0599,Warehouse_0599,Loc_WH-0599_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000599,warehouse0599@example.com,4652,2338,distribution,inactive,demo_data
WH-0600,Warehouse_0600,Loc_WH-0600_BacNinh,BacNinh,Vietnam,Manager_0040,0600000600,warehouse0600@example.com,9290,4767,retail,maintenance,demo_data
WH-0601,Warehouse_0601,Loc_WH-0601_HaNoi,HaNoi,Vietnam,Manager_0001,0600000601,warehouse0601@example.com,10129,2807,main,active,demo_data
WH-0602,Warehouse_0602,Loc_WH-0602_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000602,warehouse0602@example.com,13254,4515,regional,inactive,demo_data
WH-0603,Warehouse_0603,Loc_WH-0603_DaNang,DaNang,Vietnam,Manager_0003,0600000603,warehouse0603@example.com,14825,4259,distribution,maintenance,demo_data
WH-0604,Warehouse_0604,Loc_WH-0604_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000604,warehouse0604@example.com,6088,2246,retail,active,demo_data
WH-0605,Warehouse_0605,Loc_WH-0605_CanTho,CanTho,Vietnam,Manager_0005,0600000605,warehouse0605@example.com,17732,11833,main,inactive,demo_data
WH-0606,Warehouse_0606,Loc_WH-0606_Hue,Hue,Vietnam,Manager_0006,0600000606,warehouse0606@example.com,1940,1392,regional,maintenance,demo_data
WH-0607,Warehouse_0607,Loc_WH-0607_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000607,warehouse0607@example.com,2782,1937,distribution,active,demo_data
WH-0608,Warehouse_0608,Loc_WH-0608_VungTau,VungTau,Vietnam,Manager_0008,0600000608,warehouse0608@example.com,13738,12298,retail,inactive,demo_data
WH-0609,Warehouse_0609,Loc_WH-0609_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000609,warehouse0609@example.com,13091,9591,main,maintenance,demo_data
WH-0610,Warehouse_0610,Loc_WH-0610_BacNinh,BacNinh,Vietnam,Manager_0010,0600000610,warehouse0610@example.com,1095,702,regional,active,demo_data
WH-0611,Warehouse_0611,Loc_WH-0611_HaNoi,HaNoi,Vietnam,Manager_0011,0600000611,warehouse0611@example.com,1123,812,distribution,inactive,demo_data
WH-0612,Warehouse_0612,Loc_WH-0612_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000612,warehouse0612@example.com,13136,3387,retail,maintenance,demo_data
WH-0613,Warehouse_0613,Loc_WH-0613_DaNang,DaNang,Vietnam,Manager_0013,0600000613,warehouse0613@example.com,19813,15406,main,active,demo_data
WH-0614,Warehouse_0614,Loc_WH-0614_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000614,warehouse0614@example.com,14779,7481,regional,inactive,demo_data
WH-0615,Warehouse_0615,Loc_WH-0615_CanTho,CanTho,Vietnam,Manager_0015,0600000615,warehouse0615@example.com,587,90,distribution,maintenance,demo_data
WH-0616,Warehouse_0616,Loc_WH-0616_Hue,Hue,Vietnam,Manager_0016,0600000616,warehouse0616@example.com,2690,1321,retail,active,demo_data
WH-0617,Warehouse_0617,Loc_WH-0617_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000617,warehouse0617@example.com,2173,924,main,inactive,demo_data
WH-0618,Warehouse_0618,Loc_WH-0618_VungTau,VungTau,Vietnam,Manager_0018,0600000618,warehouse0618@example.com,4044,2668,regional,maintenance,demo_data
WH-0619,Warehouse_0619,Loc_WH-0619_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000619,warehouse0619@example.com,15866,14675,distribution,active,demo_data
WH-0620,Warehouse_0620,Loc_WH-0620_BacNinh,BacNinh,Vietnam,Manager_0020,0600000620,warehouse0620@example.com,3482,2018,retail,inactive,demo_data
WH-0621,Warehouse_0621,Loc_WH-0621_HaNoi,HaNoi,Vietnam,Manager_0021,0600000621,warehouse0621@example.com,5401,3556,main,maintenance,demo_data
WH-0622,Warehouse_0622,Loc_WH-0622_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000622,warehouse0622@example.com,1979,604,regional,active,demo_data
WH-0623,Warehouse_0623,Loc_WH-0623_DaNang,DaNang,Vietnam,Manager_0023,0600000623,warehouse0623@example.com,817,317,distribution,inactive,demo_data
WH-0624,Warehouse_0624,Loc_WH-0624_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000624,warehouse0624@example.com,10518,6783,retail,maintenance,demo_data
WH-0625,Warehouse_0625,Loc_WH-0625_CanTho,CanTho,Vietnam,Manager_0025,0600000625,warehouse0625@example.com,18684,8131,main,active,demo_data
WH-0626,Warehouse_0626,Loc_WH-0626_Hue,Hue,Vietnam,Manager_0026,0600000626,warehouse0626@example.com,6253,1693,regional,inactive,demo_data
WH-0627,Warehouse_0627,Loc_WH-0627_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000627,warehouse0627@example.com,5030,2247,distribution,maintenance,demo_data
WH-0628,Warehouse_0628,Loc_WH-0628_VungTau,VungTau,Vietnam,Manager_0028,0600000628,warehouse0628@example.com,4422,2186,retail,active,demo_data
WH-0629,Warehouse_0629,Loc_WH-0629_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000629,warehouse0629@example.com,13071,262,main,inactive,demo_data
WH-0630,Warehouse_0630,Loc_WH-0630_BacNinh,BacNinh,Vietnam,Manager_0030,0600000630,warehouse0630@example.com,2418,130,regional,maintenance,demo_data
WH-0631,Warehouse_0631,Loc_WH-0631_HaNoi,HaNoi,Vietnam,Manager_0031,0600000631,warehouse0631@example.com,4945,3435,distribution,active,demo_data
WH-0632,Warehouse_0632,Loc_WH-0632_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000632,warehouse0632@example.com,4799,3626,retail,inactive,demo_data
WH-0633,Warehouse_0633,Loc_WH-0633_DaNang,DaNang,Vietnam,Manager_0033,0600000633,warehouse0633@example.com,16623,13682,main,maintenance,demo_data
WH-0634,Warehouse_0634,Loc_WH-0634_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000634,warehouse0634@example.com,1378,425,regional,active,demo_data
WH-0635,Warehouse_0635,Loc_WH-0635_CanTho,CanTho,Vietnam,Manager_0035,0600000635,warehouse0635@example.com,14856,11270,distribution,inactive,demo_data
WH-0636,Warehouse_0636,Loc_WH-0636_Hue,Hue,Vietnam,Manager_0036,0600000636,warehouse0636@example.com,5991,2945,retail,maintenance,demo_data
WH-0637,Warehouse_0637,Loc_WH-0637_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000637,warehouse0637@example.com,8924,431,main,active,demo_data
WH-0638,Warehouse_0638,Loc_WH-0638_VungTau,VungTau,Vietnam,Manager_0038,0600000638,warehouse0638@example.com,16611,4187,regional,inactive,demo_data
WH-0639,Warehouse_0639,Loc_WH-0639_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000639,warehouse0639@example.com,14520,2157,distribution,maintenance,demo_data
WH-0640,Warehouse_0640,Loc_WH-0640_BacNinh,BacNinh,Vietnam,Manager_0040,0600000640,warehouse0640@example.com,7045,5722,retail,active,demo_data
WH-0641,Warehouse_0641,Loc_WH-0641_HaNoi,HaNoi,Vietnam,Manager_0001,0600000641,warehouse0641@example.com,14496,2819,main,inactive,demo_data
WH-0642,Warehouse_0642,Loc_WH-0642_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000642,warehouse0642@example.com,3867,217,regional,maintenance,demo_data
WH-0643,Warehouse_0643,Loc_WH-0643_DaNang,DaNang,Vietnam,Manager_0003,0600000643,warehouse0643@example.com,15201,8951,distribution,active,demo_data
WH-0644,Warehouse_0644,Loc_WH-0644_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000644,warehouse0644@example.com,12581,1398,retail,inactive,demo_data
WH-0645,Warehouse_0645,Loc_WH-0645_CanTho,CanTho,Vietnam,Manager_0005,0600000645,warehouse0645@example.com,6077,4499,main,maintenance,demo_data
WH-0646,Warehouse_0646,Loc_WH-0646_Hue,Hue,Vietnam,Manager_0006,0600000646,warehouse0646@example.com,6643,2836,regional,active,demo_data
WH-0647,Warehouse_0647,Loc_WH-0647_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000647,warehouse0647@example.com,15165,7047,distribution,inactive,demo_data
WH-0648,Warehouse_0648,Loc_WH-0648_VungTau,VungTau,Vietnam,Manager_0008,0600000648,warehouse0648@example.com,5475,110,retail,maintenance,demo_data
WH-0649,Warehouse_0649,Loc_WH-0649_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000649,warehouse0649@example.com,3133,3083,main,active,demo_data
WH-0650,Warehouse_0650,Loc_WH-0650_BacNinh,BacNinh,Vietnam,Manager_0010,0600000650,warehouse0650@example.com,19421,10020,regional,inactive,demo_data
WH-0651,Warehouse_0651,Loc_WH-0651_HaNoi,HaNoi,Vietnam,Manager_0011,0600000651,warehouse0651@example.com,3709,1502,distribution,maintenance,demo_data
WH-0652,Warehouse_0652,Loc_WH-0652_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000652,warehouse0652@example.com,18475,3305,retail,active,demo_data
WH-0653,Warehouse_0653,Loc_WH-0653_DaNang,DaNang,Vietnam,Manager_0013,0600000653,warehouse0653@example.com,8448,2879,main,inactive,demo_data
WH-0654,Warehouse_0654,Loc_WH-0654_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000654,warehouse0654@example.com,3811,3289,regional,maintenance,demo_data
WH-0655,Warehouse_0655,Loc_WH-0655_CanTho,CanTho,Vietnam,Manager_0015,0600000655,warehouse0655@example.com,15057,3793,distribution,active,demo_data
WH-0656,Warehouse_0656,Loc_WH-0656_Hue,Hue,Vietnam,Manager_0016,0600000656,warehouse0656@example.com,8451,8169,retail,inactive,demo_data
WH-0657,Warehouse_0657,Loc_WH-0657_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000657,warehouse0657@example.com,17048,16397,main,maintenance,demo_data
WH-0658,Warehouse_0658,Loc_WH-0658_VungTau,VungTau,Vietnam,Manager_0018,0600000658,warehouse0658@example.com,19411,14530,regional,active,demo_data
WH-0659,Warehouse_0659,Loc_WH-0659_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000659,warehouse0659@example.com,14122,10544,distribution,inactive,demo_data
WH-0660,Warehouse_0660,Loc_WH-0660_BacNinh,BacNinh,Vietnam,Manager_0020,0600000660,warehouse0660@example.com,2556,2148,retail,maintenance,demo_data
WH-0661,Warehouse_0661,Loc_WH-0661_HaNoi,HaNoi,Vietnam,Manager_0021,0600000661,warehouse0661@example.com,10989,4326,main,active,demo_data
WH-0662,Warehouse_0662,Loc_WH-0662_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000662,warehouse0662@example.com,4903,4405,regional,inactive,demo_data
WH-0663,Warehouse_0663,Loc_WH-0663_DaNang,DaNang,Vietnam,Manager_0023,0600000663,warehouse0663@example.com,853,349,distribution,maintenance,demo_data
WH-0664,Warehouse_0664,Loc_WH-0664_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000664,warehouse0664@example.com,19673,1935,retail,active,demo_data
WH-0665,Warehouse_0665,Loc_WH-0665_CanTho,CanTho,Vietnam,Manager_0025,0600000665,warehouse0665@example.com,14355,9027,main,inactive,demo_data
WH-0666,Warehouse_0666,Loc_WH-0666_Hue,Hue,Vietnam,Manager_0026,0600000666,warehouse0666@example.com,1347,821,regional,maintenance,demo_data
WH-0667,Warehouse_0667,Loc_WH-0667_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000667,warehouse0667@example.com,2979,856,distribution,active,demo_data
